
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 19454 is moved to 19366
External generator on bus 19457 is moved to 18700
External generator on bus 19460 is moved to 19250
External generator on bus 19461 is moved to 19250
External generator on bus 19463 is moved to 19250
External generator on bus 19464 is moved to 19250
External generator on bus 19465 is moved to 19250
External generator on bus 19466 is moved to 19250
External generator on bus 19470 is moved to 18700
External generator on bus 19471 is moved to 18700
External generator on bus 19473 is moved to 18700
External generator on bus 19474 is moved to 18700
External generator on bus 19479 is moved to 18825
External generator on bus 19480 is moved to 18825
External generator on bus 19481 is moved to 18825
External generator on bus 19482 is moved to 18825
External generator on bus 19483 is moved to 18825
External generator on bus 19484 is moved to 18825
External generator on bus 19487 is moved to 18700
External generator on bus 19488 is moved to 18700
External generator on bus 19494 is moved to 19493
External generator on bus 19497 is moved to 19250
External generator on bus 19501 is moved to 19493
External generator on bus 19502 is moved to 19493
External generator on bus 19503 is moved to 19493
External generator on bus 19504 is moved to 19493
External generator on bus 19505 is moved to 19493
External generator on bus 19509 is moved to 18700
External generator on bus 19510 is moved to 18700
External generator on bus 19511 is moved to 18700
External generator on bus 19514 is moved to 13847
External generator on bus 19520 is moved to 19366
External generator on bus 19523 is moved to 19143
External generator on bus 19524 is moved to 19143
External generator on bus 19525 is moved to 19143
External generator on bus 19526 is moved to 19143
External generator on bus 19530 is moved to 19360
External generator on bus 19531 is moved to 19360
External generator on bus 19532 is moved to 19360
External generator on bus 19536 is moved to 19366
External generator on bus 19539 is moved to 19250
External generator on bus 19542 is moved to 19445
External generator on bus 19543 is moved to 19445
External generator on bus 19548 is moved to 18825
External generator on bus 19555 is moved to 18825
External generator on bus 19556 is moved to 18825
External generator on bus 19557 is moved to 18825
External generator on bus 19558 is moved to 18825
External generator on bus 19562 is moved to 19250
External generator on bus 19563 is moved to 19250
External generator on bus 19564 is moved to 19250
External generator on bus 19567 is moved to 19250
External generator on bus 19568 is moved to 19250
External generator on bus 19569 is moved to 19250
External generator on bus 19574 is moved to 19366
External generator on bus 19575 is moved to 19366
External generator on bus 19576 is moved to 19366
External generator on bus 19577 is moved to 19366
External generator on bus 19578 is moved to 19366
External generator on bus 19584 is moved to 19583
External generator on bus 19588 is moved to 19366
External generator on bus 19592 is moved to 19366
External generator on bus 19596 is moved to 13847
External generator on bus 19600 is moved to 19143
External generator on bus 19601 is moved to 19143
External generator on bus 19605 is moved to 19360
External generator on bus 19606 is moved to 19360
External generator on bus 19607 is moved to 19360
External generator on bus 19608 is moved to 19360
External generator on bus 19613 is moved to 19583
External generator on bus 19616 is moved to 18700
External generator on bus 19618 is moved to 19250
External generator on bus 19620 is moved to 19339
External generator on bus 19623 is moved to 19583
External generator on bus 19625 is moved to 19250
External generator on bus 19628 is moved to 19250
External generator on bus 19629 is moved to 19250
External generator on bus 19630 is moved to 19250
External generator on bus 19637 is moved to 19419
External generator on bus 19638 is moved to 19419
External generator on bus 19639 is moved to 19419
External generator on bus 19643 is moved to 18700
External generator on bus 19644 is moved to 18700
External generator on bus 19645 is moved to 18700
External generator on bus 19646 is moved to 18700
External generator on bus 19650 is moved to 13847
External generator on bus 19651 is moved to 13847
External generator on bus 19653 is moved to 13847
External generator on bus 21122 is moved to 21685
External generator on bus 21123 is moved to 21685
External generator on bus 21124 is moved to 21685
External generator on bus 21125 is moved to 21685
External generator on bus 21126 is moved to 21685
External generator on bus 21130 is moved to 21685
External generator on bus 21131 is moved to 21685
External generator on bus 21133 is moved to 21685
External generator on bus 21136 is moved to 19366
External generator on bus 21137 is moved to 19366
External generator on bus 21138 is moved to 19366
External generator on bus 21144 is moved to 21055
External generator on bus 21145 is moved to 21055
External generator on bus 21146 is moved to 21055
External generator on bus 21151 is moved to 20577
External generator on bus 21152 is moved to 20577
External generator on bus 21154 is moved to 20577
External generator on bus 21155 is moved to 20577
External generator on bus 21156 is moved to 20577
External generator on bus 21164 is moved to 20131
External generator on bus 21165 is moved to 20131
External generator on bus 21166 is moved to 20131
External generator on bus 21170 is moved to 23417
External generator on bus 21173 is moved to 20131
External generator on bus 21174 is moved to 20131
External generator on bus 21175 is moved to 20131
External generator on bus 21180 is moved to 20950
External generator on bus 21183 is moved to 21685
External generator on bus 21185 is moved to 21685
External generator on bus 21188 is moved to 21685
External generator on bus 21189 is moved to 21685
External generator on bus 21190 is moved to 21685
External generator on bus 21191 is moved to 21685
External generator on bus 21195 is moved to 20577
External generator on bus 21196 is moved to 20577
External generator on bus 21199 is moved to 21685
External generator on bus 21201 is moved to 20577
External generator on bus 21203 is moved to 20577
External generator on bus 21206 is moved to 20950
External generator on bus 21207 is moved to 20950
External generator on bus 21210 is moved to 21081
External generator on bus 21215 is moved to 21685
External generator on bus 21216 is moved to 21685
External generator on bus 21217 is moved to 21685
External generator on bus 21224 is moved to 21481
External generator on bus 21225 is moved to 21481
External generator on bus 21226 is moved to 21481
External generator on bus 21230 is moved to 19724
External generator on bus 21232 is moved to 21685
External generator on bus 21238 is moved to 21685
External generator on bus 21240 is moved to 21685
External generator on bus 21247 is moved to 20010
External generator on bus 21253 is moved to 21252
External generator on bus 21257 is moved to 20950
External generator on bus 21258 is moved to 20950
External generator on bus 21262 is moved to 21685
External generator on bus 21265 is moved to 21685
External generator on bus 21266 is moved to 21685
External generator on bus 21270 is moved to 21685
External generator on bus 21273 is moved to 20950
External generator on bus 21276 is moved to 21685
External generator on bus 21281 is moved to 20010
External generator on bus 21285 is moved to 21685
External generator on bus 21288 is moved to 20577
External generator on bus 21298 is moved to 21297
External generator on bus 21299 is moved to 21297
External generator on bus 21300 is moved to 21297
External generator on bus 21303 is moved to 20950
External generator on bus 21305 is moved to 20697
External generator on bus 21307 is moved to 19666
External generator on bus 21313 is moved to 20131
External generator on bus 21316 is moved to 21685
External generator on bus 21318 is moved to 21081
External generator on bus 21320 is moved to 21685
External generator on bus 21326 is moved to 21297
External generator on bus 21329 is moved to 21685
External generator on bus 21332 is moved to 21685
External generator on bus 21333 is moved to 21685
External generator on bus 21334 is moved to 21685
External generator on bus 21338 is moved to 21685
External generator on bus 21339 is moved to 21685
External generator on bus 21342 is moved to 21685
External generator on bus 21345 is moved to 21297
External generator on bus 21349 is moved to 20577
External generator on bus 21352 is moved to 21685
External generator on bus 21357 is moved to 20010
External generator on bus 21358 is moved to 20010
External generator on bus 21359 is moved to 20010
External generator on bus 21360 is moved to 20010
External generator on bus 21361 is moved to 20010
External generator on bus 21362 is moved to 20010
External generator on bus 21366 is moved to 19666
External generator on bus 21369 is moved to 21685
External generator on bus 21370 is moved to 21685
External generator on bus 21372 is moved to 21685
External generator on bus 21373 is moved to 21685
External generator on bus 21375 is moved to 21685
External generator on bus 21376 is moved to 21685
External generator on bus 21379 is moved to 20151
External generator on bus 21381 is moved to 21623
External generator on bus 21384 is moved to 19658
External generator on bus 21385 is moved to 19658
External generator on bus 21389 is moved to 20950
External generator on bus 21390 is moved to 20950
External generator on bus 21393 is moved to 19854
External generator on bus 21398 is moved to 20131
External generator on bus 21399 is moved to 20131
External generator on bus 21403 is moved to 20151
External generator on bus 21404 is moved to 20151
External generator on bus 21408 is moved to 20010
External generator on bus 21411 is moved to 20577
External generator on bus 21418 is moved to 21536
External generator on bus 21419 is moved to 21536
External generator on bus 21420 is moved to 21536
External generator on bus 21421 is moved to 21536
External generator on bus 21422 is moved to 21536
External generator on bus 21426 is moved to 19854
External generator on bus 21427 is moved to 19854
External generator on bus 21429 is moved to 19854
External generator on bus 21432 is moved to 20151
External generator on bus 21434 is moved to 21081
External generator on bus 21436 is moved to 21685
External generator on bus 21438 is moved to 21685
External generator on bus 21440 is moved to 21685
External generator on bus 21442 is moved to 19366
External generator on bus 21445 is moved to 20325
External generator on bus 21446 is moved to 20325
External generator on bus 21450 is moved to 20577
External generator on bus 21453 is moved to 20577
External generator on bus 21454 is moved to 20577
External generator on bus 21463 is moved to 20010
External generator on bus 21464 is moved to 20010
External generator on bus 21465 is moved to 20010
External generator on bus 21466 is moved to 20010
External generator on bus 21467 is moved to 20010
External generator on bus 21468 is moved to 20010
External generator on bus 21471 is moved to 21081
External generator on bus 21474 is moved to 20577
External generator on bus 21482 is moved to 21481
External generator on bus 21483 is moved to 21481
External generator on bus 21486 is moved to 20577
External generator on bus 21488 is moved to 19366
External generator on bus 21491 is moved to 21081
External generator on bus 21492 is moved to 21081
External generator on bus 21494 is moved to 21081
External generator on bus 21498 is moved to 21685
External generator on bus 21499 is moved to 21685
External generator on bus 21501 is moved to 21685
External generator on bus 21505 is moved to 20577
External generator on bus 21507 is moved to 20577
External generator on bus 21508 is moved to 20577
External generator on bus 21513 is moved to 19724
External generator on bus 21517 is moved to 20010
External generator on bus 21518 is moved to 20010
External generator on bus 21520 is moved to 20950
External generator on bus 21521 is moved to 20950
External generator on bus 21528 is moved to 21527
External generator on bus 21529 is moved to 21527
External generator on bus 21530 is moved to 21527
External generator on bus 21537 is moved to 21536
External generator on bus 21540 is moved to 19366
External generator on bus 21541 is moved to 21081
External generator on bus 21548 is moved to 19366
External generator on bus 21551 is moved to 20010
External generator on bus 21560 is moved to 21685
External generator on bus 21563 is moved to 19724
External generator on bus 21566 is moved to 20950
External generator on bus 21570 is moved to 20950
External generator on bus 21572 is moved to 20577
External generator on bus 21573 is moved to 20577
External generator on bus 21577 is moved to 22841
External generator on bus 21578 is moved to 22841
External generator on bus 21581 is moved to 21685
External generator on bus 21583 is moved to 20950
External generator on bus 21587 is moved to 17846
External generator on bus 21588 is moved to 17846
External generator on bus 21592 is moved to 21081
External generator on bus 21594 is moved to 21081
External generator on bus 21595 is moved to 21081
External generator on bus 21599 is moved to 21685
External generator on bus 21602 is moved to 20577
External generator on bus 21605 is moved to 21081
External generator on bus 21608 is moved to 19666
External generator on bus 21609 is moved to 19666
External generator on bus 21615 is moved to 21623
External generator on bus 21616 is moved to 21623
External generator on bus 21617 is moved to 21623
External generator on bus 21624 is moved to 21623
External generator on bus 21628 is moved to 20577
External generator on bus 21629 is moved to 20577
External generator on bus 21633 is moved to 21297
External generator on bus 21637 is moved to 17846
External generator on bus 21638 is moved to 17846
External generator on bus 21639 is moved to 17846
External generator on bus 21642 is moved to 20950
External generator on bus 21646 is moved to 21623
External generator on bus 21647 is moved to 21623
External generator on bus 21656 is moved to 20010
External generator on bus 21657 is moved to 20010
External generator on bus 21658 is moved to 20010
External generator on bus 21659 is moved to 20010
External generator on bus 21662 is moved to 19826
External generator on bus 21663 is moved to 19826
External generator on bus 21664 is moved to 19826
External generator on bus 21668 is moved to 21685
External generator on bus 21671 is moved to 19366
External generator on bus 21675 is moved to 21685
External generator on bus 21679 is moved to 20577
External generator on bus 21686 is moved to 21685
External generator on bus 21687 is moved to 21685
External generator on bus 21688 is moved to 21685
External generator on bus 21694 is moved to 21481
External generator on bus 21695 is moved to 21481
External generator on bus 21696 is moved to 21481
External generator on bus 21699 is moved to 20950
External generator on bus 21701 is moved to 20950
External generator on bus 21704 is moved to 20577
External generator on bus 21708 is moved to 21685
External generator on bus 21709 is moved to 21685
External generator on bus 22108 is moved to 31065
External generator on bus 22109 is moved to 31065
External generator on bus 22112 is moved to 31065
External generator on bus 22119 is moved to 31065
External generator on bus 22120 is moved to 31065
External generator on bus 22122 is moved to 31065
External generator on bus 22123 is moved to 31065
External generator on bus 22127 is moved to 22841
External generator on bus 22128 is moved to 22841
External generator on bus 22132 is moved to 22841
External generator on bus 22137 is moved to 21252
External generator on bus 22138 is moved to 21252
External generator on bus 22139 is moved to 21252
External generator on bus 22140 is moved to 21252
External generator on bus 22144 is moved to 31065
External generator on bus 22145 is moved to 31065
External generator on bus 22146 is moved to 31065
External generator on bus 22147 is moved to 31065
External generator on bus 22148 is moved to 31065
External generator on bus 22152 is moved to 23396
External generator on bus 22153 is moved to 23396
External generator on bus 22155 is moved to 23396
External generator on bus 22159 is moved to 22841
External generator on bus 22163 is moved to 22841
External generator on bus 22166 is moved to 22841
External generator on bus 22168 is moved to 22841
External generator on bus 22170 is moved to 22841
External generator on bus 22176 is moved to 31065
External generator on bus 22179 is moved to 31065
External generator on bus 22182 is moved to 22841
External generator on bus 22183 is moved to 22841
External generator on bus 22185 is moved to 22841
External generator on bus 22186 is moved to 22841
External generator on bus 22189 is moved to 22841
External generator on bus 22192 is moved to 22841
External generator on bus 22196 is moved to 22841
External generator on bus 22200 is moved to 31065
External generator on bus 22201 is moved to 31065
External generator on bus 22202 is moved to 31065
External generator on bus 22206 is moved to 23396
External generator on bus 22210 is moved to 31065
External generator on bus 22211 is moved to 31065
External generator on bus 22212 is moved to 31065
External generator on bus 22216 is moved to 22841
External generator on bus 22222 is moved to 22841
External generator on bus 22223 is moved to 22841
External generator on bus 22224 is moved to 22841
External generator on bus 22225 is moved to 22841
External generator on bus 22230 is moved to 22841
External generator on bus 22231 is moved to 22841
External generator on bus 22234 is moved to 22841
External generator on bus 22235 is moved to 22841
External generator on bus 22236 is moved to 22841
External generator on bus 22241 is moved to 22841
External generator on bus 22247 is moved to 20683
External generator on bus 22248 is moved to 20683
External generator on bus 22249 is moved to 20683
External generator on bus 22250 is moved to 20683
External generator on bus 22251 is moved to 20683
External generator on bus 22254 is moved to 22841
External generator on bus 22257 is moved to 22841
External generator on bus 22260 is moved to 23396
External generator on bus 22267 is moved to 22266
External generator on bus 22268 is moved to 22266
External generator on bus 22269 is moved to 22266
External generator on bus 22270 is moved to 22266
External generator on bus 22271 is moved to 22266
External generator on bus 22275 is moved to 22841
External generator on bus 22282 is moved to 31065
External generator on bus 22283 is moved to 31065
External generator on bus 22287 is moved to 22841
External generator on bus 22291 is moved to 22841
External generator on bus 22295 is moved to 31065
External generator on bus 22299 is moved to 22841
External generator on bus 22300 is moved to 22841
External generator on bus 22302 is moved to 22841
External generator on bus 22305 is moved to 22841
External generator on bus 22308 is moved to 31065
External generator on bus 22309 is moved to 31065
External generator on bus 22313 is moved to 23396
External generator on bus 22315 is moved to 22841
External generator on bus 22317 is moved to 23396
External generator on bus 22319 is moved to 20683
External generator on bus 22323 is moved to 22841
External generator on bus 22324 is moved to 22841
External generator on bus 22325 is moved to 22841
External generator on bus 22326 is moved to 22841
External generator on bus 22330 is moved to 22841
External generator on bus 23316 is moved to 24484
External generator on bus 23317 is moved to 24484
External generator on bus 23319 is moved to 24484
External generator on bus 23324 is moved to 22558
External generator on bus 23325 is moved to 22558
External generator on bus 23333 is moved to 23179
External generator on bus 23334 is moved to 23179
External generator on bus 23337 is moved to 23417
External generator on bus 23339 is moved to 22841
External generator on bus 23342 is moved to 23198
External generator on bus 23343 is moved to 23198
External generator on bus 23345 is moved to 23198
External generator on bus 23346 is moved to 23198
External generator on bus 23351 is moved to 22841
External generator on bus 23352 is moved to 22841
External generator on bus 23359 is moved to 22558
External generator on bus 23360 is moved to 22558
External generator on bus 23361 is moved to 22558
External generator on bus 23365 is moved to 22841
External generator on bus 23366 is moved to 22841
External generator on bus 23369 is moved to 22558
External generator on bus 23370 is moved to 22558
External generator on bus 23376 is moved to 22558
External generator on bus 23381 is moved to 23417
External generator on bus 23382 is moved to 23417
External generator on bus 23383 is moved to 23417
External generator on bus 23384 is moved to 23417
External generator on bus 23385 is moved to 23417
External generator on bus 23386 is moved to 23417
External generator on bus 23391 is moved to 22558
External generator on bus 23397 is moved to 23396
External generator on bus 23398 is moved to 23396
External generator on bus 23399 is moved to 23396
External generator on bus 23403 is moved to 22841
External generator on bus 23404 is moved to 22841
External generator on bus 23405 is moved to 22841
External generator on bus 23410 is moved to 22342
External generator on bus 23421 is moved to 22841
External generator on bus 23423 is moved to 22520
External generator on bus 23433 is moved to 22841
External generator on bus 23437 is moved to 22841
External generator on bus 23439 is moved to 20642
External generator on bus 23442 is moved to 22841
External generator on bus 23445 is moved to 22841
External generator on bus 23446 is moved to 22841
External generator on bus 23453 is moved to 22841
External generator on bus 23454 is moved to 22841
External generator on bus 23455 is moved to 22841
External generator on bus 23456 is moved to 22841
External generator on bus 23457 is moved to 22841
External generator on bus 23460 is moved to 23179
External generator on bus 23462 is moved to 22841
External generator on bus 23467 is moved to 22558
External generator on bus 23470 is moved to 23417
External generator on bus 23472 is moved to 22342
External generator on bus 23475 is moved to 22558
External generator on bus 23478 is moved to 23179
External generator on bus 23483 is moved to 22558
External generator on bus 23486 is moved to 20642
External generator on bus 23489 is moved to 22841
External generator on bus 23492 is moved to 22841
External generator on bus 23493 is moved to 22841
External generator on bus 23494 is moved to 22841
External generator on bus 23497 is moved to 22841
External generator on bus 23502 is moved to 22841
External generator on bus 23503 is moved to 22841
External generator on bus 23504 is moved to 22841
External generator on bus 23505 is moved to 22841
External generator on bus 23506 is moved to 22841
External generator on bus 23507 is moved to 22841
External generator on bus 23513 is moved to 23512
External generator on bus 23514 is moved to 23512
External generator on bus 23517 is moved to 22558
External generator on bus 23519 is moved to 23179
External generator on bus 23520 is moved to 23179
External generator on bus 23521 is moved to 23179
External generator on bus 23526 is moved to 22342
External generator on bus 23527 is moved to 22342
External generator on bus 23531 is moved to 23198
External generator on bus 23532 is moved to 23198
External generator on bus 23538 is moved to 23651
External generator on bus 23539 is moved to 23651
External generator on bus 23540 is moved to 23651
External generator on bus 23541 is moved to 23651
External generator on bus 23542 is moved to 23651
External generator on bus 23543 is moved to 23651
External generator on bus 23547 is moved to 22841
External generator on bus 23552 is moved to 22841
External generator on bus 23553 is moved to 22841
External generator on bus 23554 is moved to 22841
External generator on bus 23555 is moved to 22841
External generator on bus 23556 is moved to 22841
External generator on bus 23560 is moved to 24484
External generator on bus 23563 is moved to 23198
External generator on bus 23566 is moved to 22558
External generator on bus 23570 is moved to 22342
External generator on bus 23575 is moved to 22558
External generator on bus 23576 is moved to 22558
External generator on bus 23577 is moved to 22558
External generator on bus 23578 is moved to 22558
External generator on bus 23585 is moved to 22841
External generator on bus 23586 is moved to 22841
External generator on bus 23590 is moved to 20642
External generator on bus 23591 is moved to 20642
External generator on bus 23598 is moved to 24484
External generator on bus 23599 is moved to 24484
External generator on bus 23600 is moved to 24484
External generator on bus 23601 is moved to 24484
External generator on bus 23602 is moved to 24484
External generator on bus 23603 is moved to 24484
External generator on bus 23606 is moved to 23179
External generator on bus 23608 is moved to 23179
External generator on bus 23613 is moved to 22841
External generator on bus 23614 is moved to 22841
External generator on bus 23615 is moved to 22841
External generator on bus 23623 is moved to 23198
External generator on bus 23624 is moved to 23198
External generator on bus 23627 is moved to 22841
External generator on bus 23631 is moved to 23198
External generator on bus 23634 is moved to 22558
External generator on bus 23635 is moved to 22558
External generator on bus 23644 is moved to 23643
External generator on bus 23647 is moved to 20642
External generator on bus 23655 is moved to 22841
External generator on bus 23659 is moved to 22841
External generator on bus 23665 is moved to 19826
External generator on bus 23666 is moved to 19826
External generator on bus 23667 is moved to 19826
External generator on bus 23672 is moved to 23417
External generator on bus 23673 is moved to 23417
External generator on bus 23674 is moved to 23417
External generator on bus 23675 is moved to 23417
External generator on bus 23676 is moved to 23417
External generator on bus 23677 is moved to 23417
External generator on bus 23688 is moved to 23198
External generator on bus 23689 is moved to 23198
External generator on bus 23690 is moved to 23198
External generator on bus 23693 is moved to 23041
External generator on bus 23695 is moved to 22841
External generator on bus 23697 is moved to 22841
External generator on bus 23703 is moved to 22558
External generator on bus 23704 is moved to 22558
External generator on bus 23705 is moved to 22558
External generator on bus 23706 is moved to 22558
External generator on bus 23710 is moved to 22841
External generator on bus 23718 is moved to 23396
External generator on bus 23719 is moved to 23396
External generator on bus 23720 is moved to 23396
External generator on bus 23721 is moved to 23396
External generator on bus 23724 is moved to 20642
External generator on bus 23727 is moved to 22558
External generator on bus 23728 is moved to 22558
External generator on bus 23735 is moved to 24484
External generator on bus 23736 is moved to 24484
External generator on bus 23737 is moved to 24484
External generator on bus 23738 is moved to 24484
External generator on bus 23741 is moved to 22841
External generator on bus 23743 is moved to 22558
External generator on bus 23745 is moved to 22841
External generator on bus 23749 is moved to 22609
External generator on bus 23750 is moved to 22609
External generator on bus 23751 is moved to 22609
External generator on bus 23755 is moved to 23041
External generator on bus 23756 is moved to 23041
External generator on bus 23757 is moved to 23041
External generator on bus 23762 is moved to 22520
External generator on bus 23765 is moved to 22841
External generator on bus 23768 is moved to 22841
External generator on bus 23769 is moved to 22841
External generator on bus 23771 is moved to 22841
External generator on bus 23775 is moved to 22558
External generator on bus 23778 is moved to 20642
External generator on bus 23779 is moved to 20642
External generator on bus 23780 is moved to 20642
External generator on bus 23784 is moved to 22841
External generator on bus 24535 is moved to 24142
External generator on bus 24539 is moved to 22841
External generator on bus 24540 is moved to 22841
External generator on bus 24543 is moved to 24135
External generator on bus 24547 is moved to 24546
External generator on bus 24551 is moved to 24135
External generator on bus 24557 is moved to 24556
External generator on bus 24558 is moved to 24556
External generator on bus 24559 is moved to 24556
External generator on bus 24564 is moved to 23997
External generator on bus 24565 is moved to 23997
External generator on bus 24570 is moved to 24126
External generator on bus 24571 is moved to 24126
External generator on bus 24572 is moved to 24126
External generator on bus 24573 is moved to 24126
External generator on bus 24574 is moved to 24126
External generator on bus 24578 is moved to 24280
External generator on bus 24581 is moved to 24267
External generator on bus 24585 is moved to 24584
External generator on bus 24586 is moved to 24584
External generator on bus 24587 is moved to 24584
External generator on bus 24588 is moved to 24584
External generator on bus 24589 is moved to 24584
External generator on bus 24593 is moved to 24158
External generator on bus 24596 is moved to 22841
External generator on bus 24602 is moved to 23786
External generator on bus 24604 is moved to 23786
External generator on bus 24607 is moved to 23875
External generator on bus 24610 is moved to 23786
External generator on bus 24611 is moved to 23786
External generator on bus 24612 is moved to 23786
External generator on bus 24613 is moved to 23786
External generator on bus 24614 is moved to 23786
External generator on bus 24615 is moved to 23786
External generator on bus 24618 is moved to 24014
External generator on bus 24621 is moved to 24135
External generator on bus 24622 is moved to 24135
External generator on bus 24623 is moved to 24135
External generator on bus 24626 is moved to 23938
External generator on bus 24628 is moved to 25572
External generator on bus 24630 is moved to 23786
External generator on bus 24632 is moved to 23512
External generator on bus 24633 is moved to 23512
External generator on bus 24638 is moved to 24416
External generator on bus 24642 is moved to 31065
External generator on bus 24647 is moved to 22342
External generator on bus 24648 is moved to 22342
External generator on bus 24649 is moved to 22342
External generator on bus 24650 is moved to 22342
External generator on bus 24654 is moved to 23786
External generator on bus 24655 is moved to 23786
External generator on bus 24659 is moved to 24484
External generator on bus 24662 is moved to 24135
External generator on bus 24667 is moved to 24014
External generator on bus 24668 is moved to 24014
External generator on bus 24669 is moved to 24014
External generator on bus 24670 is moved to 24014
External generator on bus 24674 is moved to 23938
External generator on bus 24675 is moved to 23938
External generator on bus 24679 is moved to 24120
External generator on bus 24684 is moved to 24348
External generator on bus 24685 is moved to 24348
External generator on bus 24686 is moved to 24348
External generator on bus 24689 is moved to 24484
External generator on bus 24691 is moved to 25554
External generator on bus 24694 is moved to 24135
External generator on bus 24695 is moved to 24135
External generator on bus 24703 is moved to 23875
External generator on bus 24704 is moved to 23875
External generator on bus 24705 is moved to 23875
External generator on bus 24709 is moved to 24348
External generator on bus 24711 is moved to 24156
External generator on bus 24713 is moved to 22841
External generator on bus 24719 is moved to 24449
External generator on bus 24720 is moved to 24449
External generator on bus 24728 is moved to 23875
External generator on bus 24729 is moved to 23875
External generator on bus 24730 is moved to 23875
External generator on bus 24731 is moved to 23875
External generator on bus 24732 is moved to 23875
External generator on bus 24733 is moved to 23875
External generator on bus 24737 is moved to 24142
External generator on bus 24740 is moved to 23512
External generator on bus 24741 is moved to 23512
External generator on bus 24744 is moved to 24135
External generator on bus 24747 is moved to 24135
External generator on bus 24751 is moved to 23786
External generator on bus 24752 is moved to 23786
External generator on bus 24759 is moved to 24758
External generator on bus 24760 is moved to 24758
External generator on bus 24761 is moved to 24758
External generator on bus 24762 is moved to 24758
External generator on bus 24763 is moved to 24758
External generator on bus 24767 is moved to 24120
External generator on bus 24768 is moved to 24120
External generator on bus 24769 is moved to 24120
External generator on bus 24772 is moved to 23512
External generator on bus 24782 is moved to 24781
External generator on bus 24785 is moved to 24348
External generator on bus 24792 is moved to 24348
External generator on bus 24794 is moved to 24348
External generator on bus 24795 is moved to 24341
External generator on bus 24800 is moved to 23938
External generator on bus 24801 is moved to 23938
External generator on bus 24809 is moved to 22841
External generator on bus 24810 is moved to 22841
External generator on bus 24811 is moved to 22841
External generator on bus 24812 is moved to 22841
External generator on bus 24816 is moved to 24484
External generator on bus 24820 is moved to 24158
External generator on bus 24821 is moved to 24158
External generator on bus 24826 is moved to 24348
External generator on bus 24827 is moved to 24348
External generator on bus 25518 is moved to 22558
External generator on bus 25523 is moved to 24014
External generator on bus 25524 is moved to 24014
External generator on bus 25525 is moved to 24014
External generator on bus 25530 is moved to 25554
External generator on bus 25531 is moved to 25554
External generator on bus 25535 is moved to 29997
External generator on bus 25541 is moved to 25540
External generator on bus 25542 is moved to 25540
External generator on bus 25543 is moved to 25540
External generator on bus 25544 is moved to 25540
External generator on bus 25545 is moved to 25540
External generator on bus 25549 is moved to 23997
External generator on bus 25555 is moved to 25554
External generator on bus 25556 is moved to 25554
External generator on bus 25557 is moved to 25554
External generator on bus 25561 is moved to 24014
External generator on bus 25562 is moved to 24014
External generator on bus 25563 is moved to 24014
External generator on bus 25567 is moved to 22558
External generator on bus 25573 is moved to 25572
External generator on bus 25574 is moved to 25572
External generator on bus 25577 is moved to 24960
External generator on bus 25579 is moved to 29997
External generator on bus 25581 is moved to 23997
External generator on bus 25584 is moved to 29997
External generator on bus 25585 is moved to 29997
External generator on bus 25589 is moved to 22558
External generator on bus 25592 is moved to 26276
External generator on bus 25593 is moved to 26276
External generator on bus 25594 is moved to 26276
External generator on bus 25595 is moved to 26276
External generator on bus 25598 is moved to 25710
External generator on bus 25604 is moved to 25554
External generator on bus 25605 is moved to 25554
External generator on bus 25606 is moved to 25554
External generator on bus 25610 is moved to 22558
External generator on bus 25615 is moved to 25614
External generator on bus 25619 is moved to 29997
External generator on bus 25623 is moved to 24484
External generator on bus 25627 is moved to 22558
External generator on bus 25629 is moved to 29997
External generator on bus 25632 is moved to 29997
External generator on bus 25633 is moved to 29997
External generator on bus 25637 is moved to 24014
External generator on bus 25638 is moved to 24014
External generator on bus 25639 is moved to 24014
External generator on bus 25645 is moved to 22841
External generator on bus 25646 is moved to 22841
External generator on bus 25647 is moved to 22841
External generator on bus 25648 is moved to 22841
External generator on bus 25652 is moved to 22558
External generator on bus 25655 is moved to 22558
External generator on bus 25662 is moved to 22558
External generator on bus 25663 is moved to 22558
External generator on bus 25664 is moved to 22558
External generator on bus 25671 is moved to 24057
External generator on bus 25672 is moved to 24057
External generator on bus 25673 is moved to 24057
External generator on bus 25674 is moved to 24057
External generator on bus 25675 is moved to 24057
External generator on bus 25676 is moved to 24057
External generator on bus 25680 is moved to 22558
External generator on bus 25681 is moved to 22558
External generator on bus 25683 is moved to 22558
External generator on bus 25687 is moved to 24960
External generator on bus 25691 is moved to 23997
External generator on bus 25692 is moved to 23997
External generator on bus 25693 is moved to 23997
External generator on bus 25694 is moved to 23997
External generator on bus 25699 is moved to 22558
External generator on bus 25702 is moved to 29997
External generator on bus 25704 is moved to 25436
External generator on bus 25711 is moved to 25710
External generator on bus 25719 is moved to 25554
External generator on bus 25720 is moved to 25554
External generator on bus 25721 is moved to 25554
External generator on bus 25722 is moved to 25554
External generator on bus 25723 is moved to 25554
External generator on bus 25724 is moved to 25554
External generator on bus 25727 is moved to 24484
External generator on bus 25730 is moved to 22558
External generator on bus 25731 is moved to 22558
External generator on bus 25732 is moved to 22558
External generator on bus 25733 is moved to 22558
External generator on bus 25734 is moved to 22558
External generator on bus 25735 is moved to 22558
External generator on bus 25741 is moved to 25614
